Number 1,Dataset,Pnumber,Cellline,Rawfile,Name,PX Accession,intrument,,00523_D02_P003815_B0L_A00_R1.RAW,PXD005940
872,deep proteome of 9 cell lines,P003814,,00522_E12_P003814_B0U_A00_R1.RAW,NCI-H460 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000256_C05_P0001568_A00_B00K_R1.RAW,PXD005946
873,deep proteome of 9 cell lines,P003814,,00522_D10_P003814_B0D_A00_R1.RAW,NCI-H460 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00469_A05_P003376_B00C_A00_R1.RAW,PXD005946
874,deep proteome of 9 cell lines,P003814,,00522_C11_P003814_B0K_A00_R1.RAW,NCI-H460 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_B03_P003204_B00F_A00_R1.RAW,PXD005946
875,deep proteome of 9 cell lines,P003814,,00522_A10_P003814_B0A_A00_R1.RAW,NCI-H460 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_D02_P003203_B00L_A00_R2.RAW,PXD005946
876,deep proteome of 9 cell lines,P003815,U-251,00523_C03_P003815_B0S_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00296_A05_P001906_B00I_A00_R2.RAW,PXD005946
877,deep proteome of 9 cell lines,P003815,U-251,00523_E02_P003815_B0M_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_D07_P001566_B00D_A00_R1.RAW,PXD005946
878,deep proteome of 9 cell lines,P003815,U-251,00523_F01_P003815_B0F_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000234_E08_P001387_B00J_A00_R1.RAW,PXD005946
879,deep proteome of 9 cell lines,P003815,U-251,00523_D02_P003815_B0L_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000261_D05_P0001563_A00_B00L_R1.RAW,PXD005946
880,deep proteome of 9 cell lines,P003815,U-251,00523_G01_P003815_B0G_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000261_D04_P0001563_A00_B00D_R1.RAW,PXD005946
881,deep proteome of 9 cell lines,P003815,U-251,00523_E03_P003815_B0U_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000287_H05_P001748_B00D_A00_R1.RAW,PXD005946
882,deep proteome of 9 cell lines,P003815,U-251,00523_B03_P003815_B0R_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00524_D04_P003820_B00D_A00_R1.RAW,PXD005946
883,deep proteome of 9 cell lines,P003815,U-251,00523_A02_P003815_B0I_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000256_G04_P0001568_A00_B00G_R1.RAW,PXD005946
884,deep proteome of 9 cell lines,P003815,U-251,00523_A03_P003815_B0Q_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000234_E09_P001386_B00F_A00_R1.RAW,PXD005946
885,deep proteome of 9 cell lines,P003815,U-251,00523_E01_P003815_B0E_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00261_E07_P001565_B00E_A00_R1.RAW,PXD005946
886,deep proteome of 9 cell lines,P003815,U-251,00523_B01_P003815_B0B_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_C04_P003358_B00C_A00_R1.RAW,PXD005946
887,deep proteome of 9 cell lines,P003815,U-251,00523_C01_P003815_B0C_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_A12_P003361_B00E_A00_R1.RAW,PXD005946
888,deep proteome of 9 cell lines,P003815,U-251,00523_H01_P003815_B0H_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00296_H03_P001905_B00L_A00_R1.RAW,PXD005946
889,deep proteome of 9 cell lines,P003815,U-251,00523_A01_P003815_B0A_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000234_F09_P001386_B00G_A00_R1.RAW,PXD005946
890,deep proteome of 9 cell lines,P003815,U-251,00523_H02_P003815_B0P_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00296_B02_P001904_B00J_A00_R1.RAW,PXD005946
891,deep proteome of 9 cell lines,P003815,U-251,00523_B02_P003815_B0J_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_F09_P003363_B00J_A00_R1.RAW,PXD005946
892,deep proteome of 9 cell lines,P003815,U-251,00523_G03_P003815_B0W_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00297_F06_P001891_B00J_A00_R1.RAW,PXD005946
893,deep proteome of 9 cell lines,P003815,U-251,00523_G02_P003815_B0O_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_C03_P003359_B00G_A00_R1.RAW,PXD005946
894,deep proteome of 9 cell lines,P003815,U-251,00523_F03_P003815_B0V_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_B11_P003362_B00J_A00_R1.RAW,PXD005946
895,deep proteome of 9 cell lines,P003815,U-251,00523_D01_P003815_B0D_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00287_B03_P001750_B00F_A00_R1.RAW,PXD005946
896,deep proteome of 9 cell lines,P003815,U-251,00523_C02_P003815_B0K_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_C09_P001355_B00G_A00_R1.RAW,PXD005946
897,deep proteome of 9 cell lines,P003815,U-251,00523_H03_P003815_B0X_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00261_F01_P001561_B00F_A00_R1.RAW,PXD005946
898,deep proteome of 9 cell lines,P003815,U-251,00523_F02_P003815_B0N_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00298_C06_P001899_B00G_A00_R1.RAW,PXD005946
899,deep proteome of 9 cell lines,P003815,U-251,00523_D03_P003815_B0T_A00_R1.RAW,U-251 MG cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00483_B02_P003487_B00J_A00_R2.RAW,PXD005946
900,deep proteome of 9 cell lines,P003816,,00523_A05_P003816_B0I_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00296_G04_P001906_B00G_A00_R2.RAW,PXD005946
901,deep proteome of 9 cell lines,P003816,,00523_B06_P003816_B0R_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00298_H05_P001899_B00D_A00_R1.RAW,PXD005946
902,deep proteome of 9 cell lines,P003816,,00523_E04_P003816_B0E_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00441_C10_P003201_B00C_A00_R1.RAW,PXD005946
903,deep proteome of 9 cell lines,P003816,,00523_H05_P003816_B0P_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00296_B03_P001905_B00F_A00_R1.RAW,PXD005946
904,deep proteome of 9 cell lines,P003816,,00523_F04_P003816_B0F_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_G07_P003364_B00G_A00_R1.RAW,PXD005946
905,deep proteome of 9 cell lines,P003816,,00523_C04_P003816_B0C_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000234_E03_P001390_B00F_A00_R1.RAW,PXD005946
906,deep proteome of 9 cell lines,P003816,,00523_G04_P003816_B0G_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00261_A03_P001562_B00E_A00_R1.RAW,PXD005946
907,deep proteome of 9 cell lines,P003816,,00523_B04_P003816_B0B_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00441_E10_P003201_B00E_A00_R1.RAW,PXD005946
908,deep proteome of 9 cell lines,P003816,,00523_E06_P003816_B0U_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_B02_P001360_B00J_A00_R1.RAW,PXD005946
909,deep proteome of 9 cell lines,P003816,,00523_A06_P003816_B0Q_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00261_D06_P001564_B00H_A00_R1.RAW,PXD005946
910,deep proteome of 9 cell lines,P003816,,00523_B05_P003816_B0J_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_F12_P003361_B00J_A00_R1.RAW,PXD005946
911,deep proteome of 9 cell lines,P003816,,00523_F05_P003816_B0N_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00471_D04_P003381_B00D_A00_R1.RAW,PXD005946
912,deep proteome of 9 cell lines,P003816,,00523_E05_P003816_B0M_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_E10_P003362_B00E_A00_R1.RAW,PXD005946
913,deep proteome of 9 cell lines,P003816,,00523_D04_P003816_B0D_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00261_F03_P001562_B00J_A00_R1.RAW,PXD005946
914,deep proteome of 9 cell lines,P003816,,00523_G06_P003816_B0W_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00297_A02_P001888_B00I_A00_R1.RAW,PXD005946
915,deep proteome of 9 cell lines,P003816,,00523_C06_P003816_B0S_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000234_A04_P001390_B00J_A00_R1.RAW,PXD005946
916,deep proteome of 9 cell lines,P003816,,00523_C05_P003816_B0K_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_H12_P003361_B00L_A00_R1.RAW,PXD005946
917,deep proteome of 9 cell lines,P003816,,00523_G05_P003816_B0O_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00441_F03_P003196_B00J_A00_R1.RAW,PXD005946
918,deep proteome of 9 cell lines,P003816,,00523_D06_P003816_B0T_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00298_D03_P001897_B00H_A00_R2.RAW,PXD005946
919,deep proteome of 9 cell lines,P003816,,00523_D05_P003816_B0L_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_A10_P003362_B00A_A00_R1.RAW,PXD005946
920,deep proteome of 9 cell lines,P003816,,00523_H06_P003816_B0X_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_F04_P003205_B00F_A00_R2.RAW,PXD005946
921,deep proteome of 9 cell lines,P003816,,00523_F06_P003816_B0V_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_A07_P003207_B00A_A00_R1.RAW,PXD005946
922,deep proteome of 9 cell lines,P003816,,00523_A04_P003816_B0A_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_B05_P001358_B00J_A00_R1.RAW,PXD005946
923,deep proteome of 9 cell lines,P003816,,00523_H04_P003816_B0H_A00_R1.RAW,SKOV-3 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_E03_P001569_B00I_A00_R1.RAW,PXD005946
924,deep proteome of 9 cell lines,P003817,,00523_F07_P003817_B0F_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00296_B04_P001906_B00B_A00_R2.RAW,PXD005946
925,deep proteome of 9 cell lines,P003817,,00523_G08_P003817_B0O_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000297_A08_P001892_A00_B00I_R1.RAW,PXD005946
926,deep proteome of 9 cell lines,P003817,,00523_E07_P003817_B0E_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_D09_P001355_B00H_A00_R1.RAW,PXD005946
927,deep proteome of 9 cell lines,P003817,,00523_E09_P003817_B0U_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00298_G11_P001903_B00C_A00_R1.RAW,PXD005946
928,deep proteome of 9 cell lines,P003817,,00523_D07_P003817_B0D_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00297_D02_P001888_B00L_A00_R1.RAW,PXD005946
929,deep proteome of 9 cell lines,P003817,,00523_B08_P003817_B0J_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_G02_P001569_B00C_A00_R1.RAW,PXD005946
930,deep proteome of 9 cell lines,P003817,,00523_D09_P003817_B0T_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00471_A05_P003381_B00I_A00_R1.RAW,PXD005946
931,deep proteome of 9 cell lines,P003817,,00523_H09_P003817_B0X_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_D10_P003362_B00D_A00_R1.RAW,PXD005946
932,deep proteome of 9 cell lines,P003817,,00523_A07_P003817_B0A_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000279_A04_P001744_A00_B00A_R1.RAW,PXD005946
933,deep proteome of 9 cell lines,P003817,,00523_A07_P003817_B0I_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_F03_P001569_B00J_A00_R1.RAW,PXD005946
934,deep proteome of 9 cell lines,P003817,,00523_C07_P003817_B0C_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_D02_P003360_B00L_A00_R1.RAW,PXD005946
935,deep proteome of 9 cell lines,P003817,,00523_F08_P003817_B0N_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_F01_P003203_B00F_A00_R1.RAW,PXD005946
936,deep proteome of 9 cell lines,P003817,,00523_F09_P003817_B0V_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_H05_P003206_B00D_A00_R1.RAW,PXD005946
937,deep proteome of 9 cell lines,P003817,,00523_H08_P003817_B0P_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_H06_P001357_B00L_A00_R1.RAW,PXD005946
938,deep proteome of 9 cell lines,P003817,,00523_H07_P003817_B0H_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00298_E02_P001897_B00A_A00_R1.RAW,PXD005946
939,deep proteome of 9 cell lines,P003817,,00523_A09_P003817_B0Q_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00441_C06_P003198_B00G_A00_R1.RAW,PXD005946
940,deep proteome of 9 cell lines,P003817,,00523_C08_P003817_B0K_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_B07_P003364_B00B_A00_R1.RAW,PXD005946
941,deep proteome of 9 cell lines,P003817,,00523_G09_P003817_B0W_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00261_H06_P001564_B00L_A00_R1.RAW,PXD005946
942,deep proteome of 9 cell lines,P003817,,00523_B09_P003817_B0R_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000261_A04_P0001563_A00_B00A_R1.RAW,PXD005946
943,deep proteome of 9 cell lines,P003817,,00523_B07_P003817_B0B_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00483_D02_P003487_B00L_A00_R2.RAW,PXD005946
944,deep proteome of 9 cell lines,P003817,,00523_G07_P003817_B0G_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000287_F06_P001748_B00J_A00_R1.RAW,PXD005946
945,deep proteome of 9 cell lines,P003817,,00523_E08_P003817_B0M_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_H08_P001355_B00D_A00_R1.RAW,PXD005946
946,deep proteome of 9 cell lines,P003817,,00523_D08_P003817_B0L_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_B01_P003360_B00B_A00_R1.RAW,PXD005946
947,deep proteome of 9 cell lines,P003817,,00523_C09_P003817_B0S_A00_R1.RAW,M14 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000261_H04_P0001563_A00_B00H_R1.RAW,PXD005946
948,deep proteome of 9 cell lines,P003818,,00523_E12_P003818_B0U_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_H08_P003363_B00D_A00_R1.RAW,PXD005946
949,deep proteome of 9 cell lines,P003818,,00523_C11_P003818_B0K_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00287_F04_P001749_B00F_A00_R1.RAW,PXD005946
950,deep proteome of 9 cell lines,P003818,,00523_H12_P003818_B0X_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_F05_P001357_B00B_A00_R1.RAW,PXD005946
951,deep proteome of 9 cell lines,P003818,,00523_A11_P003818_B0I_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00441_G05_P003198_B00C_A00_R2.RAW,PXD005946
952,deep proteome of 9 cell lines,P003818,,00523_G12_P003818_B0W_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_E11_P003361_B00A_A00_R1.RAW,PXD005946
953,deep proteome of 9 cell lines,P003818,,00523_F12_P003818_B0V_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_E04_P001358_B00E_A00_R1.RAW,PXD005946
954,deep proteome of 9 cell lines,P003818,,00523_G11_P003818_B0O_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_F08_P003363_B00B_A00_R1.RAW,PXD005946
955,deep proteome of 9 cell lines,P003818,,00523_B10_P003818_B0B_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000287_A02_P0001751_A00_B00I_R1.RAW,PXD005946
956,deep proteome of 9 cell lines,P003818,,00523_C10_P003818_B0C_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00296_D03_P001905_B00H_A00_R1.RAW,PXD005946
957,deep proteome of 9 cell lines,P003818,,00523_D12_P003818_B0T_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00471_B02_P003383_B00J_A00_R1.RAW,PXD005946
958,deep proteome of 9 cell lines,P003818,,00523_F10_P003818_B0F_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00261_C03_P001562_B00G_A00_R1.RAW,PXD005946
959,deep proteome of 9 cell lines,P003818,,00523_B12_P003818_B0R_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000234_C07_P001388_B00L_A00_R1.RAW,PXD005946
960,deep proteome of 9 cell lines,P003818,,00523_H10_P003818_B0H_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000279_B04_P001744_A00_B00B_R2.RAW,PXD005946
961,deep proteome of 9 cell lines,P003818,,00523_E11_P003818_B0M_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_C08_P001356_B00K_A00_R1.RAW,PXD005946
962,deep proteome of 9 cell lines,P003818,,00523_A10_P003818_B0A_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00298_G06_P001899_B00K_A00_R1.RAW,PXD005946
963,deep proteome of 9 cell lines,P003818,,00523_C12_P003818_B0S_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_A06_P001567_B00E_A00_R1.RAW,PXD005946
964,deep proteome of 9 cell lines,P003818,,00523_B11_P003818_B0J_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_H05_P001567_B00D_A00_R1.RAW,PXD005946
965,deep proteome of 9 cell lines,P003818,,00523_G10_P003818_B0G_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_G05_P001567_B00C_A00_R1.RAW,PXD005946
966,deep proteome of 9 cell lines,P003818,,00523_D11_P003818_B0L_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00287_F02_P001750_B00B_A00_R2.RAW,PXD005946
967,deep proteome of 9 cell lines,P003818,,00523_D10_P003818_B0D_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_E01_P003360_B00E_A00_R1.RAW,PXD005946
968,deep proteome of 9 cell lines,P003818,,00523_F11_P003818_B0N_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_F08_P003208_B00J_A00_R1.RAW,PXD005946
969,deep proteome of 9 cell lines,P003818,,00523_E10_P003818_B0E_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000228_G03_P001359_B00K_A00_R1.RAW,PXD005946
970,deep proteome of 9 cell lines,P003818,,00523_A12_P003818_B0Q_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00441_F06_P003198_B00J_A00_R1.RAW,PXD005946
971,deep proteome of 9 cell lines,P003818,,00523_H11_P003818_B0P_A00_R1.RAW,MCF-7 cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000256_A04_P0001568_A00_B00A_R1.RAW,PXD005946
972,deep proteome of 9 cell lines,P003819,,00524_H03_P003819_B0X_A00_R1.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_H02_P003204_B00D_A00_R1.RAW,PXD005946
973,deep proteome of 9 cell lines,P003819,,00524_H02_P003819_B0P_A00_R1.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000279_F04_P001744_A00_B00F_R1.RAW,PXD005946
974,deep proteome of 9 cell lines,P003819,,00524_G01_P003819_B0G_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000234_D09_P001386_B00E_A00_R1.RAW,PXD005946
975,deep proteome of 9 cell lines,P003819,,00524_H01_P003819_B0H_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00296_F04_P001906_B00F_A00_R2.RAW,PXD005946
976,deep proteome of 9 cell lines,P003819,,00524_F03_P003819_B0V_A00_R1.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00279_G02_P001745_B00C_A00_R1.RAW,PXD005946
977,deep proteome of 9 cell lines,P003819,,00524_C01_P003819_B0C_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_A01_P003203_B00A_A00_R1.RAW,PXD005946
978,deep proteome of 9 cell lines,P003819,,00524_B02_P003819_B0J_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000297_G07_P001892_A00_B00G_R1.RAW,PXD005946
979,deep proteome of 9 cell lines,P003819,,00524_D03_P003819_B0T_A00_R1.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00442_G03_P003204_B00K_A00_R1.RAW,PXD005946
980,deep proteome of 9 cell lines,P003819,,00524_C02_P003819_B0K_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_H02_P001569_B00D_A00_R1.RAW,PXD005946
981,deep proteome of 9 cell lines,P003819,,00524_E01_P003819_B0E_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000287_C06_P001748_B00G_A00_R1.RAW,PXD005946
982,deep proteome of 9 cell lines,P003819,,00524_A03_P003819_B0Q_A00_R1.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000234_D04_P001389_B00A_A00_R1.RAW,PXD005946
983,deep proteome of 9 cell lines,P003819,,00524_G03_P003819_B0W_A00_R1.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_F03_P003359_B00J_A00_R1.RAW,PXD005946
984,deep proteome of 9 cell lines,P003819,,00524_A02_P003819_B0I_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000287_A01_P0001751_A00_B00A_R1.RAW,PXD005946
985,deep proteome of 9 cell lines,P003819,,00524_D02_P003819_B0L_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,000297_B07_P001892_A00_B00B_R1.RAW,PXD005946
986,deep proteome of 9 cell lines,P003819,,00524_B03_P003819_B0R_A00_R1.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00463_C05_P003358_B00K_A00_R1.RAW,PXD005946
987,deep proteome of 9 cell lines,P003819,,00524_E03_P003819_B0U_A00_R1.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00256_A08_P001566_B00I_A00_R1.RAW,PXD005946
988,deep proteome of 9 cell lines,P003819,,00524_F01_P003819_B0F_A00_R2.RAW,CCRF-CEM cell,PXD005940,AC=MS:1001910;NM=LTQ Orbitrap Elite,,00298_B12_P001903_B00F_A00_R1.RAW,PXD005946
