Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[ancestry category]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Characteristics[individual]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[disease]
Sample 59	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	26	tissue	run 173	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 60	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 173	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 59	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	26	tissue	run 174	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 60	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 174	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 59	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	26	tissue	run 175	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 60	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 175	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 59	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	26	tissue	run 176	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 60	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 176	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 59	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	26	tissue	run 177	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 60	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 177	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_57_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 61	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	26	tissue	run 178	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 62	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 178	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 61	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	26	tissue	run 179	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 62	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 179	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 61	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	26	tissue	run 180	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 62	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 180	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 61	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	26	tissue	run 181	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 62	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 181	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 61	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	26	tissue	run 182	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 62	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 182	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 61	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	26	tissue	run 183	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 62	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 183	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_58_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 63	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	21	tissue	run 184	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_60_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 64	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 184	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_60_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 63	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	21	tissue	run 185	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_60_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 64	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 185	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_60_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 63	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	21	tissue	run 186	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_60_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 64	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 186	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_60_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 63	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	21	tissue	run 187	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_60_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 64	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 187	proteomic profiling by mass spectrometry	20120511_EXQ6_DiIg_SA_PCA_60_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
